substage_ID	substage_name
128702	Eastern Cemetery
128703	Western Walk
128704	Southern Fort
128705	Northern Crater
128706	Cold Snowfield
128707	Final Battleground
128800	お祭りにゃんこのハッピー
128900	Cave of Beginnings
128901	Wanderer's Forest
128902	Eastern Sands
128903	Western Wastes
128904	Southern Peaks
128905	Northern Ruins
128906	Burning Beach
128907	Final Battleground
129000	Please Accept This
129001	I've Watched You From Afar
129002	Waiting for Your Reply...
129100	Don't Forget Me, Okay?
129101	My Homemade Sweets
129102	A Mark of My Feelings
129200	You Didn't Get Anything?
129201	Well, Have This Then
129202	I Made Extra Anyhow
129300	293-00
129301	293-01
129302	293-02
129400	294-00
129401	294-01
129402	294-02
129500	295-00
129501	295-01
129502	295-02
129600	Heaven and Hell (Merciless)
129601	Okame's Teahouse (Merciless)
129700	Occupy Afterschool
129701	Begging for Chocolate
129702	7-Minute War
129800	No Sleep For Days
129801	Cafe Coworkers
129802	Hands on the Check
129803	Miscalculated Bill
129804	Day's End Chime
129805	School Festival Cleanup
129900	Long-Awaited Trip
129901	Impulse Souvenir
129902	Out-of-Season Bloom
129903	The Great Pillow Fight
129904	In-Flight Slumber
130000	Courageous Call
130001	The Dreaded Reply
130002	I'm Sorry, But...
130100	Courageous Call
130101	The Dreaded Reply
130102	Not My Type
130200	Courageous Call
130201	The Dreaded Reply
130202	Just Friends?
130300	Waiting at the Spot
130301	Rising Heart Rate
130302	She Actually Came?!
130303	One Brave Step
130304	Scattered Sakura
130305	Moral Support
130306	Unheard Confession
130307	No Longer Single?
130400	Joy of 70 Million!
130500	Parade of the Dead (Deadly)
130600	Honey Trap (Deadly)
130700	N-1 Grand Prix (Deadly)
130800	Foggy Lake Honeymoon
130801	Crow Murder's Blessing
130802	Dilapidated Cottage
130803	Dying Embers
130804	All Home Safe
130900	Hidden Village Honeymoon
130901	No Reception Ahead
130902	Post-Mortem Portrait
130903	Creaking Tatami
130904	Playtime with the Spirits
130905	Dolly With a Fade
130906	Life, Death, Hide, Seek
130907	Salt by the Mouthful
130908	The Pickling Well
130909	Home Bearing Gifts
131000	310-00
131001	310-01
131002	310-02
131100	311-00
131101	311-01
131102	311-02
131200	The Strongest Behemoth
131300	Venomous Duck
131400	Two Great Shadows
131500	挑戦！序ノ口
131600	挑戦！十両
131700	挑戦！大関
131800	挑戦！横綱
200000	いきなり２等兵
200001	ピリカラ伍長
200002	ちゃっかり軍曹
200003	ヨルデモ曹長
200004	かけあし中尉
200005	じぇじぇ少佐
200006	エンヤコラ大佐
200007	はげしく幕僚長
200100	油淋鶏の読み方
200101	Youリンチ！
200102	ハイヒールとカモミール
200103	まごにもいしょう
200104	姫様の秘め事
200105	プリンセス争奪戦
200200	ケリ姫登場！
200201	ケリ姫参上！ 上級
200202	ケリ姫降臨！ 激ムズ
200300	Architecture
200301	Cloud Services
200302	Storage Servers
200303	On Demand
200304	Bug Squashing
200305	Bookmarkers
200306	Solid State Rock
200307	Fiber Cookie
200400	100万人の物語
200401	剣術の城
200402	ブリテンの命運
200403	技巧の場
200404	エクスカリバー
200405	魔法の派
200406	真の王の誕生
200407	牛丼とヘビメタ
200500	ドッキングの始まり
200501	リアルタイムバトル
200502	シャウト祭り
200503	解禁コロシアム
200504	ルーキーリーグ
200505	５vs５
200506	超合体
200507	ブレーカークラッシュ
200600	Let's GOOO! <(@0@)>
200700	A City Aflame (Insane)
200800	Cats After All
200801	Healer's Journey
200802	Teraphobic
200803	A Strange Bottled Girl
200804	Subjugated Cats
200805	Lost Memories
200806	Threads of Love
200807	300 Yard Strike
200900	20-on-20
200901	Cat Battle
200902	Nyanko Coliseum
201000	白鳥松竹梅
201001	星グランマニエ
201002	西園寺 瞳
201003	早乙女 光
201004	綾小路 翔
201005	超激突！氣志團！！
201100	Squid Bender
201101	Mean Morning Sunbeams
201102	Life Ain't Easy, Kid
201200	ParaDroid (Expert)
201201	ParaDroid (Insane)
201300	消滅からはじまる物語
201301	運び屋タクヤ
201302	謎の少女
201400	GOOD CATS，BAD CATS
201401	面倒なネコって思ったでしょ？
201402	にゃんこ計画
201500	ロスト 超激ムズ
201600	極道のネコたち
201601	噛まれたら、みんなヤクザ
201602	大戦争頂上決戦！！
201700	臆した飛翔！アロイス
201701	天涯の訪問者！コーネリア
201702	夜明く銀の獣！ハルシュト
201800	Healer Awakens (Expert)
201801	Healer Awakens (Insane)
201900	気高き女王・リオレイア【村】
201901	空の王者・リオレウス【下位】
201902	誇り高き最強夫婦！【上位】
202000	女王、降臨す【下位】
202001	碧落に見えし、空の王者！【上位】
202002	空と陸の火竜を狩れ【Ｇ級】
202100	Immortal Allen O'Neill
202101	Attack on Huge Hermit
202102	Jupiter King Convoy
202200	Devils on the Doorstep (Insane)
202300	新たなる神話、始まる
202301	王都バルディア
202302	神々の遊び
202303	ヴァルハラ攻防戦
202304	終末到来！？にゃグナロク！
202400	城とドラゴンとにゃんこたち
202401	だってニンゲンだもの
202402	戦場を駆け抜けるよ
202403	悩みは女の子と話せない…
202404	ずっと見ているフリ
202405	伝統だもの
202406	カワイイのためニャン
202407	ムッハー！コーフンするだす！
202500	城ドラ剣士進化への道 初級
202501	騎馬兵進化への道 初級
202502	アシュラ進化への道 初級
202503	バトルバルーン進化への道 中級
202504	ドラゴンライダー進化への道 中級
202505	プリティキャット進化への道 中級
202506	サイクロプス進化への道 上級
202507	ゴーレム進化への道 上級
202600	リーグ解禁！ 激ムズ
202601	タマゴより生まれしモノ達 超激ムズ
202602	城ドラ大戦争 極ムズ
202700	にゃんパズルと一緒にまもるよ
202701	ねば～る君も一緒にまもるよ
202702	みんなでまもるよネコさん
202800	Takuya ＆ Yuki Awaken! (Veteran)
202801	Takuya ＆ Yuki Awaken! (Insane)
202900	Fungal Dominance
202901	King of the Table
202902	Funghi Wasn't Built in a Day…
203000	ふてすぎたネコ
203001	さらにふてるネコ
203100	Make A Contract With Me
203101	Become a Magical Girl
203102	You Can Change Fate Itself
203103	I Don't Understand You
203104	Do You Intend To Be a God?
203200	The Rose Garden Witch (Easy)
203201	The Rose Garden Witch (Veteran)
203300	The Dessert Witch (Normal)
203301	The Dessert Witch (Expert)
203400	The Box Witch (Hard)
203401	The Box Witch (Insane)
203500	The Stagebuilding Witch (Deadly)
203600	ネコしかいない世界
203601	奪われたタイムマシン
203602	ネズミを追いかけて
203700	Crescendo (Veteran)
203701	Crescendo (Insane)
203800	PPAP
203900	039_その１
204000	ナゾに支配された世界
204001	こだわりのレモネード
204002	ナゾ VS ヘリクツ
204003	ナゾ四天王
204004	物理攻撃で解決
204100	Virus of Love
204101	Explosive Escape
204102	Order/Disorder
204200	Converging Rays
204201	Fever Time!
204202	World War ALICE
204300	ケリ姫進化への道 超上級
204301	ケリ姫進化への道 超激ムズ
204400	ケリの美女進化への道 超上級
204401	ケリの美女進化への道 超激ムズ
204500	Another Mystery Girl
204501	Don't Act Like You Know Me
204502	All Worlds Will End
204600	Merc Awakens (Veteran)
204601	Merc Awakens (Insane)
204700	Titi Awakens (Veteran)
204701	Titi Awakens (Insane)
204800	翼を与えられし者
204801	聖翼と呼ばれた少女
204802	鬼鎮めの儀式
204900	ゆでるもよし
204901	焼くもよし
204902	生のままでもよし
205000	しがらみが多い
205001	安定志向
205002	おはようございません
205100	051_その１
205200	Schoolyard Clash
205201	Midnight Interception
205202	Manor Ruins
205203	Inconspicuous Trap
205204	Beginning of the End
205300	Fated Night (Easy)
205301	Fated Night (Expert)
205400	Assault from Above (Easy)
205401	Assault from Above (Expert)
205500	Unlimited Bladeworks (Easy)
205501	Unlimited Bladeworks (Expert)
205600	Blood Temple (Easy)
205601	Blood Temple (Expert)
205700	King of Heroes (Veteran)
205701	King of Heroes (Deadly)
205800	Round 1 (Easy)
205801	Round 2 (Normal)
205802	Final Round (Hard)
205900	Willing Sacrifice (Veteran)
205901	Willing Sacrifice (Deadly)
206000	Iron Will (Easy)
206001	Iron Will (Expert)
206100	Warm Smile (Easy)
206101	Warm Smile (Expert)
206200	No. 1 Angel (Easy)
206201	No. 1 Angel (Expert)
206300	Burning Love (Easy)
206301	Burning Love (Expert)
206400	Mental Manipulations
206401	Not a Penguin
206500	State of Emergency
206501	NERV
206502	I Mustn't Run Away…
206600	Futagoyama Fortress
206601	Pre-fire Sequence
206602	High-Order Energy
206603	Don't Say Farewell
206604	Start by Smiling
206700	Asuka On Board (Easy)
206701	Asuka On Board (Expert)
206800	Refusal Type (Hard)
206801	Refusal Type (Merciless)
206900	Rabbit's Mischief
206901	Sheep's Bravado
206902	Bear's Bashfulness
207000	Puzzle Attack!
207001	Collecting Cherries
207002	Rainbow Blast!
207100	太秦天神川
207101	二条
207102	烏丸御池
207103	北大路
207104	北山
207200	松ヶ崎
207201	北山
207202	北大路
207203	鞍馬口
207204	丸太町
207300	小野
207301	山科
207302	蹴上
207303	烏丸御池
207304	今出川
207400	四条
207401	京都
207402	十条
207403	くいな橋
207404	竹田
207500	Blackened Soul
207501	The Two Yukis
207502	Three Destinies
207600	人生ニガい
207601	自分に勝てない
207602	大人になりたくない
207603	ホントムリだから
207604	来年から本気出す
207700	ぐでたまにゃんこ進化の道 超上級
207701	ぐでたまにゃんこ進化の道 超激ムズ
207800	侵略の騎士団 初級
207801	侵略の騎士団 上級
207802	侵略の騎士団 鬼級
207803	侵略の騎士団 神級
207804	侵略の騎士団 竜神級
207900	Weird
207901	Furious
207902	Funky
208000	急がばケリ
208001	花よりケリ
208002	泣きっ面にケリ
208003	二階からケリ
208004	笑う門にはケリきたる
208100	The Nutcracker Witch (Veteran)
208101	The Nutcracker Witch (Merciless)
208200	Sudden Rampage (Normal)
208201	Synthetic Hubris (Hard)
208202	Chaos Construct (Veteran)
208203	Abandoned Future (Expert)
208204	Tangible Existence (Deadly)
208300	ブンブン Hello にゃんこ
208301	どうもヒカキンです
208400	不死鳥の舞い 初級
208500	Alois: Cowards Flight
208501	Cornelia: Heaven's Grace
208502	Hearscht: Silver Beast
208600	Feathered
208601	On Holy Wings
208602	Blade Ritual
208700	Consumed by Shadow (Veteran)
208701	Consumed by Shadow (Deadly)
208800	Squid Bender
208801	Mean Morning Sunbeams
208802	Life Ain't Easy, Kid
208900	Only Brother Left
208901	Life's Hard Mode
208902	Sardine Bones
208903	SUDDEN DEATH
208904	One Step from Heaven
209000	090-00
209001	090-01
209100	091-00
209101	091-01
209102	091-02
209200	Heaven in Decline
209201	A Journey of Hope
209202	World at War
209300	Hidden Stickers
209301	Devils & Angels
209302	Sticky Situation
209303	A Box of Dreams
209304	Shining Surprise
209400	A Tower Piercing the Sky (Hard)
209401	A Tower Piercing the Sky (Insane)
209500	Inherited Ambition (Veteran)
209501	Inherited Ambition (Deadly)
209600	お魚大好き
209601	怒ると化け猫変化
209602	嫌いなものはねずみ男
209700	ゆる～い妖怪たちとバトル！
209701	百鬼夜行で大逆転！
209702	空前絶後の妖怪変化？！
209703	キモかわ？ゆるかわ？
209704	やば～い妖怪から日本を救え！
209800	A Post-Apocalypse Tale
209801	Deliveryman Takuya
209802	A Mystery Girl
209803	Good Cats, Bad Cats
209804	A Bothersome Cat
209805	The Nyanko Plan
209806	LOST (Insane)
209900	An Encounter With Sin
209901	Foolish Wanderer Kano
209902	Wishing for Happiness
210000	甘いものは別腹
210001	良薬は口に甘し
210002	禁断のスイーツは甘い
210100	101-00
210101	101-01
210200	It's Not Your Fault (Veteran)
210201	We'll Meet Again (Merciless)
210300	103-00
210301	103-01
210302	103-02
210303	103-03
210304	103-04
210400	104-00
210401	104-01
210402	104-02
210403	104-03
210404	104-04
210500	The Jaws of Nature
210501	Gnawin' Bones
210502	Chompin' Trees
210503	Munchin' Rocks
210504	The Future Is Chins
210600	誕生するヒーローはドット
210601	世界に一つだけのドット
210602	どいつもこいつもドット
210603	3Dなのにドット
210604	ゲームはやっぱりドット
210700	Warrior of Nature
210701	Illuminating Flame
210702	Rush & Blaze
210703	BONUS STAGE
210704	Blue Jade
210705	Iron Cyclone
210706	Impregnable Fortress
210707	Invincible Fist
210800	Illuminating Flame
210801	Iron Cyclone
210802	Blue Jade
210803	BONUS STAGE
210804	Rush & Blaze
210805	Warrior of Nature
210806	Invincible Fist
210807	Impregnable Fortress
210900	Iron Cyclone
210901	Impregnable Fortress
210902	Rush & Blaze
210903	BONUS STAGE
210904	Illuminating Flame
210905	Blue Jade
210906	Invincible Fist
210907	Warrior of Nature
211000	VS RYU (Easy)
211100	VS RYU (Expert)
211200	VS CHUN-LI (Easy)
211300	VS CHUN-LI (Expert)
211400	VS GUILE (Easy)
211500	VS GUILE (Expert)
211600	VS ZANGIEF (Easy)
211700	VS ZANGIEF (Expert)
211800	VS BLANKA (Easy)
211900	VS BLANKA (Expert)
212000	VS DHALSIM (Easy)
212100	VS DHALSIM (Expert)
212200	VS KEN (Easy)
212300	VS KEN (Expert)
212400	Master of the Fist (Veteran)
212401	Sekia Goshoha (Deadly)
212500	ソラカラ 初級
212501	これから 初級
212502	いってみるから！ 初級
212600	Electric Diva
212601	Sing with a Smile
212602	Future is Virtual
212700	in INDONESIA
212701	in TAIWAN
212702	in JAPAN
212703	in USA
212704	in EUROPE
212800	Spring Popstar
212801	Scent of Blossoms
212802	Sakura Dance
212900	Sudden Death Lv.1
212901	Sudden Death Lv.2
212902	Sudden Death Lv.3
212903	Sudden Death Lv.4
212904	Sudden Death Lv.5
212905	Sudden Death Lv.6
212906	Sudden Death Lv.7
212907	Sudden Death Lv.8
212908	Sudden Death Lv.9
212909	Sudden Death Lv.10
212910	Sudden Death Lv.11
212911	Sudden Death Lv.12
213000	130-00
213001	130-01
213002	130-02
213003	130-03
213004	130-04
213100	131-00
213101	131-01
213102	131-02
213200	大泥棒バトル!!
213300	フタを開けソースを出す
213301	お湯を注いで3分待つ
213302	ソースを混ぜて完成
213400	♪ Birthday Party ♪
213500	Warrior of Nature
213501	Illuminating Flame
213502	Rush & Blaze
213503	BONUS STAGE
213504	Blue Jade
213505	Iron Cyclone
213506	Impregnable Fortress
213507	Invincible Fist
213508	Fists of Avarice
213509	The Clawed Rondo
213510	Solitary Emperor
213511	The Supreme Evil
213600	Pride & Passion
213601	Iron Cyclone
213602	Blue Jade
213603	BONUS STAGE
213604	Rush & Blaze
213605	Illuminating Flame
213606	Invincible Fist
213607	Impregnable Fortress
213608	Warrior of Nature
213609	The Clawed Rondo
213610	Solitary Emperor
213611	The Supreme Evil
213700	Iron Cyclone
213701	Impregnable Fortress
213702	Rush & Blaze
213703	BONUS STAGE
213704	Illuminating Flame
213705	Blue Jade
213706	Invincible Fist
213707	Warrior of Nature
213708	Fists of Avarice
213709	The Clawed Rondo
213710	Pride & Passion
213711	The Supreme Evil
213800	VS E. HONDA (Easy)
213900	VS E. HONDA (Expert)
214000	VS BALROG (Normal)
214100	VS BALROG (Insane)
214200	VS VEGA(Normal)
214300	VS VEGA (Insane)
214400	VS SAGAT (Normal)
214500	VS SAGAT (Insane)
214600	VS M. BISON (Normal)
214700	VS M. BISON (Insane)
214800	VS RYU (Easy)
214900	VS RYU (Expert)
215000	VS CHUN-LI (Easy)
215100	VS CHUN-LI (Expert)
215200	VS GUILE (Easy)
215300	VS GUILE (Expert)
215400	VS ZANGIEF (Easy)
215500	VS ZANGIEF (Expert)
215600	VS BLANKA (Easy)
215700	VS BLANKA (Expert)
215800	VS DHALSIM (Easy)
215900	VS DHALSIM (Expert)
216000	VS KEN (Easy)
216100	VS KEN (Expert)
216200	Master of the Fist (Veteran)
216201	Sekia Goshoha (Deadly)
216300	World of Snow
216301	The Diva of Ice
216302	Light in the Cold
216400	Betrothed from China
216401	Girl Hates Guys
216402	Disoriented Warrior
216403	An Amazon's Courtship
216404	Dirty Tricks
216500	Famed Pilgrimage
216501	100 Legendary Pools
216502	Tragically Drowned
216503	Horror of the Waters
216504	Bewitched Bodies
216600	A Post-Apocalypse Tale
216601	Deliveryman Takuya
216602	A Mystery Girl
216603	Good Cats, Bad Cats
216604	A Bothersome Cat
216605	The Nyanko Plan
216606	LOST (Insane)
216700	Takuya ＆ Yuki Awaken! (Veteran)
216701	Takuya ＆ Yuki Awaken! (Insane)
216800	Another Mystery Girl
216801	Don't Act Like You Know Me
216802	All Worlds Will End
216900	Blackened Soul
216901	The Two Yukis
216902	Three Destinies
217000	An Encounter With Sin
217001	Foolish Wanderer Kano
217002	Wishing for Happiness
217100	God of Destruction (Merciless)
217200	The Leviathan Rises
217201	Disaster Response HQ
217202	Climactic Cat Clash
217300	Make A Contract With Me
217301	I Want You to Be a Magical Girl
217302	Any Wish You Have
217303	I Can Make It Come True
217304	Make a Contract Now!
217400	Decide What You Want, Now
217401	I Don't Understand You
217402	You Are Naive About War
217403	So, What Do You Wish For?
217404	Do You Intend To Be a God?
217500	Allow Me To Introduce Myself
217501	But Before That
217502	Some Cleaning Up
217503	Is In Order
217504	Tiro Finale!
217600	My Body Is Light
217601	With Such Joy
217602	A Battle Like This
217603	I'm Afraid of Nothing
217604	I'm Not Alone Anymore
217700	I Know My Wish
217701	Miracles and Magic Are Real
217702	Did I Do Well?
217703	I Have No Regrets
217704	You'll Be Happy, Won't You
217800	This is My Despair
217801	How Did it Come to This?
217802	Thank You For Coming
217803	Just Couldn't Say Goodbye
217804	I'm Sorry
217900	牝馬三冠レースの最終戦
217901	3歳牝馬限定の競走
217902	早い時計の勝負
218000	クラシック三冠の締めくくり
218001	施行距離・芝3000m
218002	最も強い馬が勝つ
218100	古馬最高の栄誉
218101	伝統と歴史ある競走
218102	目指すは秋の盾
218200	ファン投票で出走馬を決める
218201	年末の大一番グランプリ
218202	賞金は国内最高3億円
218203	芝2500mの攻防
218204	2分30秒の決着
218205	中長距離の精鋭たち
218206	名前の由来はレース創設者
218207	ラストランを飾れ！
218300	工業の町 小港駅
218301	国際空港 高雄國際機場駅
218302	レジャー施設なら草衙駅
218303	緑豊かな中央公園駅
218304	美しきアートの駅 美麗島駅
218400	乗り換え駅 哈瑪星駅
218401	ラバーダックの光榮碼頭駅
218402	自歩道が由来 前鎮之星駅
218403	電車に揺られて凱旋二聖駅
218404	終点 凱旋公園駅
300000	Korea
300001	Mongolia
300002	China
300003	Thailand
300004	Cambodia
300005	Philippines
300006	Japan
300007	Australia
300008	Singapore
300009	Maldives
300010	India
300011	Nepal
300012	Dubai
300013	Saudi Arabia
300014	Kenya
300015	Madagascar
300016	South Africa
300017	Ghana
300018	Sahara
300019	Egypt
300020	Turkey
300021	Russia
300022	Greece
300023	Italy
300024	Monaco
300025	Spain
300026	France
300027	Germany
300028	Denmark
300029	Norway
300030	United Kingdom
300031	Greenland
300032	Canada
300033	New York
300034	Bermuda
300035	Jamaica
300036	Colombia
300037	Brazil
300038	Argentina
300039	Machu Picchu
300040	Easter Island
300041	Mexico
300042	NASA
300043	Las Vegas
300044	Hollywood
300045	Alaska
300046	Hawaii
300047	Moon
300048	dammy
300100	Korea
300101	Mongolia
300102	China
300103	Thailand
300104	Cambodia
300105	Philippines
300106	Japan
300107	Australia
300108	Singapore
300109	Maldives
300110	India
300111	Nepal
300112	Dubai
300113	Saudi Arabia
300114	Kenya
300115	Madagascar
300116	South Africa
300117	Ghana
300118	Sahara
300119	Egypt
300120	Turkey
300121	Russia
300122	Greece
300123	Italy
300124	Monaco
300125	Spain
300126	France
300127	Germany
300128	Denmark
300129	Norway
300130	United Kingdom
300131	Greenland
300132	Canada
300133	New York
300134	Bermuda
300135	Jamaica
300136	Colombia
300137	Brazil
300138	Argentina
300139	Machu Picchu
300140	Easter Island
300141	Mexico
300142	NASA
300143	Las Vegas
300144	Hollywood
300145	Alaska
300146	Hawaii
300147	Moon
300148	dammy
300200	Korea
300201	Mongolia
300202	China
300203	Thailand
300204	Cambodia
300205	Philippines
300206	Japan
300207	Australia
300208	Singapore
300209	Maldives
300210	India
300211	Nepal
300212	Dubai
300213	Saudi Arabia
300214	Kenya
300215	Madagascar
300216	South Africa
300217	Ghana
300218	Sahara
300219	Egypt
300220	Turkey
300221	Russia
300222	Greece
300223	Italy
300224	Monaco
300225	Spain
300226	France
300227	Germany
300228	Denmark
300229	Norway
300230	United Kingdom
300231	Greenland
300232	Canada
300233	New York
300234	Bermuda
300235	Jamaica
300236	Colombia
300237	Brazil
300238	Argentina
300239	Machu Picchu
300240	Easter Island
300241	Mexico
300242	NASA
300243	Las Vegas
300244	Hollywood
300245	Alaska
300246	Hawaii
300247	Moon
300248	dammy
300300	Japan
300301	Korea
300302	China
300303	Mongolia
300304	Russia
300305	Norway
300306	United Kingdom
300307	Denmark
300308	Germany
300309	France
300310	Spain
300311	Monaco
300312	Italy
300313	Greece
300314	Turkey
300315	Dubai
300316	India
300317	Nepal
300318	Thailand
300319	Cambodia
300320	Philippines
300321	Singapore
300322	Australia
300323	The Great Abyss
300324	Madagascar
300325	Kenya
300326	Saudi Arabia
300327	Egypt
300328	Sahara
300329	Ghana
300330	South Africa
300331	Argentina
300332	Easter Island
300333	Machu Picchu
300334	Colombia
300335	Jamaica
300336	Mexico
300337	Hollywood
300338	Las Vegas
300339	Alaska
300340	Canada
300341	Greenland
300342	New York
300343	NASA
300344	Bermuda
300345	Brazil
300346	Floating Continent
300347	Moon
300348	<TBD>
300400	Japan
300401	Korea
300402	China
300403	Mongolia
300404	Russia
300405	Norway
300406	United Kingdom
300407	Denmark
300408	Germany
300409	France
300410	Spain
300411	Monaco
300412	Italy
300413	Greece
300414	Turkey
300415	Dubai
300416	India
300417	Nepal
300418	Thailand
300419	Cambodia
300420	Philippines
300421	Singapore
300422	Australia
300423	The Great Abyss
300424	Madagascar
300425	Kenya
300426	Saudi Arabia
300427	Egypt
300428	Sahara
300429	Ghana
300430	South Africa
300431	Argentina
300432	Easter Island
300433	Machu Picchu
300434	Colombia
300435	Jamaica
300436	Mexico
300437	Hollywood
300438	Las Vegas
300439	Alaska
300440	Canada
300441	Greenland
300442	New York
300443	NASA
300444	Bermuda
300445	Brazil
300446	Floating Continent
300447	Moon
300448	<TBD>
300500	Japan
300501	Korea
300502	China
300503	Mongolia
300504	Russia
300505	Norway
300506	United Kingdom
300507	Denmark
300508	Germany
300509	France
300510	Spain
300511	Monaco
300512	Italy
300513	Greece
300514	Turkey
300515	Dubai
300516	India
300517	Nepal
300518	Thailand
300519	Cambodia
300520	Philippines
300521	Singapore
300522	Australia
300523	The Great Abyss
300524	Madagascar
300525	Kenya
300526	Saudi Arabia
300527	Egypt
300528	Sahara
300529	Ghana
300530	South Africa
300531	Argentina
300532	Easter Island
300533	Machu Picchu
300534	Colombia
300535	Jamaica
300536	Mexico
300537	Hollywood
300538	Las Vegas
300539	Alaska
300540	Canada
300541	Greenland
300542	New York
300543	NASA
300544	Bermuda
300545	Brazil
300546	Floating Continent
300547	Moon
300548	<TBD>
300600	Earth
300601	Mars
300602	Jupiter
300603	Saturn
300604	Venus
300605	Mercury
300606	Sun
300607	Uranus
300608	Neptune
300609	Triton
300610	Pluto
300611	Red Rectangle
300612	Eskimo Nebula
300613	Catseye Nebula
300614	Egg Nebula
300615	Calabash Nebula
300616	Altair
300617	Sirius
300618	Canopus
300619	Vega
300620	Aldebaran
300621	Betelgeuse
300622	Deneb
300623	Cosmic Lounge
300624	Sighter's Star
300625	Kaiou
300626	Magellanic
300627	Buutara
300628	Moskandag
300629	Corona
300630	Soba IV
300631	Plumpit
300632	Darararah
300633	Thanxbye
300634	Mertoz
300635	Urura
300636	Aguham
300637	Somolon
300638	Ababwa
300639	Titan
300640	Skelling
300641	Gorigori
300642	Broton
300643	Crimson Star
300644	N77 Nebula
300645	Andromeda
300646	Black Hole
300647	The Big Bang
300648	<TBD>
300700	Earth
300701	Mars
300702	Jupiter
300703	Saturn
300704	Venus
300705	Mercury
300706	Sun
300707	Uranus
300708	Neptune
300709	Triton
300710	Pluto
300711	Red Rectangle
300712	Eskimo Nebula
300713	Catseye Nebula
300714	Egg Nebula
300715	Calabash Nebula
300716	Altair
300717	Sirius
300718	Canopus
300719	Vega
300720	Aldebaran
300721	Betelgeuse
300722	Deneb
300723	Cosmic Lounge
300724	Sighter's Star
300725	Kaiou
300726	Magellanic
300727	Buutara
300728	Moskandag
300729	Corona
300730	Soba IV
300731	Plumpit
300732	Darararah
300733	Thanxbye
300734	Mertoz
300735	Urura
300736	Aguham
300737	Somolon
300738	Ababwa
300739	Titan
300740	Skelling
300741	Gorigori
300742	Broton
300743	Crimson Star
300744	N77 Nebula
300745	Andromeda
300746	Black Hole
300747	The Big Bang
300748	<TBD>
300800	Earth
300801	Mars
300802	Jupiter
300803	Saturn
300804	Venus
300805	Mercury
300806	Sun
300807	Uranus
300808	Neptune
300809	Triton
300810	Pluto
300811	Red Rectangle
300812	Eskimo Nebula
300813	Catseye Nebula
300814	Egg Nebula
300815	Calabash Nebula
300816	Altair
300817	Sirius
300818	Canopus
300819	Vega
300820	Aldebaran
300821	Betelgeuse
300822	Deneb
300823	Cosmic Lounge
300824	Sighter's Star
300825	Kaiou
300826	Magellanic
300827	Buutara
300828	Moskandag
300829	Corona
300830	Soba IV
300831	Plumpit
300832	Darararah
300833	Thanxbye
300834	Mertoz
300835	Urura
300836	Aguham
300837	Somolon
300838	Ababwa
300839	Titan
300840	Skelling
300841	Gorigori
300842	Broton
300843	Crimson Star
300844	N77 Nebula
300845	Andromeda
300846	Black Hole
300847	The Big Bang
300848	<TBD>
400000	Catfruit Jubilee
400001	Catfruit Jubilee
400002	Catfruit Jubilee
400100	Catfruit Jubilee
400101	Catfruit Jubilee
400102	Catfruit Jubilee
400200	Catfruit Jubilee
400201	Catfruit Jubilee
400202	Catfruit Jubilee
400300	Catfruit Jubilee
400301	Catfruit Jubilee
400302	Catfruit Jubilee
400400	Catfruit Jubilee
400401	Catfruit Jubilee
400402	Catfruit Jubilee
400500	Doom Paradise (Insane)
400600	Acts of Cat-God (Insane)
400700	Space is the Place (Insane)
400800	Violet Flash (Hard)
400900	Red Passions (Hard)
401000	Blue Illusion (Hard)
401100	Rays of Gold (Hard)
401200	Violet Flash (Expert)
401300	Red Passions (Expert)
401400	Blue Illusion (Expert)
401500	Rays of Gold (Expert)
401600	Violet Flash (Insane)
401700	Red Passions (Insane)
401800	Blue Illusion (Insane)
401900	Rays of Gold (Insane)
402000	Catfruit Jubilee
402001	Catfruit Jubilee
402002	Catfruit Jubilee
402100	in THE MOON
402200	Color of Blood (Merciless)
402201	Fear of Flying (Merciless)
402202	Hearts of Darkness (Merciless)
402203	Holy Wrath (Merciless)
402204	Galactic Threat (Merciless)
402205	Clash of Steel (Merciless)
402206	Seas of Death (Merciless)
402300	One more thing...
402400	One more thing...
402500	Miracle Iris (Deadly)
402600	Eldritch Forces
402700	2nd Round: Dawn (Normal)
402701	2nd Round: Dusk (Normal)
402800	3rd Round: Dawn (Hard)
402801	3rd Round: Dusk (Hard)
402900	4th Round: Dawn (Veteran)
402901	4th Round: Dusk (Veteran)
403000	Last Round: Dawn (Veteran)
403001	Last Round: Dusk (Veteran)
403100	2nd Round: Dawn (Expert)
403101	2nd Round: Dusk(Expert)
403200	3rd Round: Dawn (Insane)
403201	3rd Round: Dusk (Insane)
403300	4th Round: Dawn (Deadly)
403301	4th Round: Dusk (Deadly)
403400	Last Round: Dawn (Deadly)
403401	Last Round: Dusk (Deadly)
403500	2nd Round: Dawn (Deadly)
403501	2nd Round: Dusk (Deadly)
403600	3rd Round: Dawn (Deadly)
403601	3rd Round: Dusk (Deadly)
403700	4th Round: Dawn (Merciless)
403701	4th Round: Dusk (Merciless)
403800	Last Round: Dawn  (Merciless)
403801	Last Round: Dusk (Merciless)
403900	Realm of Carnage (Deadly)
404000	Parade of the Dead (Deadly)
404100	Bombergirl (Deadly)
404200	Mount Aku
404300	Cradle Wilderness (Deadly)
404301	Summit Wilderness (Merciless)
404302	Frontier Wilderness (Merciless)
